	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
362.00	37618.90	7.14	1.70	0.40	5.76	9.58	0.03	0.00	0.00	0.64	0.51	0.30	-1.00	0.00	0.00	-8.86	89.30	
363.00	37711.70	6.71	4.10	1.50	18.07	11.79	0.93	0.00	0.00	3.69	1.05	0.30	-1.00	0.00	0.00	-1.45	79.70	
364.00	37790.20	6.07	0.70	1.60	8.69	10.39	2.28	0.00	0.00	0.56	1.74	0.40	-1.00	0.00	0.00	-8.66	4.60	
365.00	37849.90	31.42	1.30	3.50	88.78	12.68	-0.24	0.00	0.00	0.81	3.13	0.80	-1.00	0.00	0.00	-30.88	64.30	
366.00	37855.50	12.70	10.00	2.70	146.62	13.34	-0.01	255.00	0.00	6.56	8.73	6.60	-1.00	0.00	0.00	-1.55	95.50	
367.00	38032.50	20.14	1.00	1.90	36.30	10.44	0.23	0.00	0.00	0.61	1.89	0.70	-1.00	0.00	0.00	-26.24	118.90	
368.00	38123.20	7.89	1.70	1.20	10.67	11.44	-1.29	0.00	0.00	0.69	1.11	0.30	-1.00	0.00	0.00	-9.20	81.60	
369.00	38226.80	19.71	1.30	3.10	56.95	12.66	0.20	0.00	0.00	0.97	3.01	0.90	-1.00	0.00	0.00	-16.28	57.20	
370.00	38303.00	10.02	3.60	4.50	46.75	12.17	0.31	0.00	0.00	1.14	5.11	1.00	-1.00	0.00	0.00	-7.03	5.40	
371.00	38306.80	10.22	7.40	0.70	48.71	12.41	0.85	255.00	0.00	4.82	5.13	4.80	-1.00	0.00	0.00	-1.70	34.80	
372.00	38688.60	24.03	0.80	2.00	43.48	12.04	0.18	0.00	0.00	0.61	1.84	0.60	-1.00	0.00	0.00	-31.68	7.00	
373.00	38750.70	8.99	2.30	2.20	21.68	10.59	1.32	0.00	0.00	2.07	2.22	0.40	-1.00	0.00	0.00	-3.48	69.10	
374.00	38978.50	6.25	0.60	0.80	4.53	10.83	0.69	0.00	0.00	0.26	0.59	0.30	-1.00	0.00	0.00	-18.91	40.90	
375.00	39014.10	11.24	0.80	2.40	19.97	11.33	-0.32	0.00	0.00	0.51	1.34	0.50	-1.00	0.00	0.00	-17.57	76.50	
376.00	39043.30	9.02	1.20	1.90	17.11	11.63	1.11	0.00	0.00	0.76	1.62	0.70	-1.00	0.00	0.00	-9.46	105.70	
377.00	39123.50	6.32	2.50	1.70	15.06	11.55	-1.85	0.00	0.00	1.25	2.16	1.20	-1.00	0.00	0.00	-4.05	57.90	
378.00	39174.40	7.23	4.70	1.30	15.52	13.35	-1.32	0.00	0.00	1.44	0.74	0.20	-1.00	0.00	0.00	-4.02	108.80	
379.00	39387.00	7.04	2.50	3.40	22.68	11.98	-0.09	0.00	0.00	1.55	3.30	0.40	-1.00	0.00	0.00	-3.63	65.40	
380.00	39553.30	18.55	0.80	1.80	29.68	10.53	-2.64	0.00	0.00	0.47	1.30	0.50	-1.00	0.00	0.00	-31.81	103.70	
381.00	39586.70	7.47	3.30	1.50	18.14	11.09	1.29	0.00	0.00	3.16	0.62	0.20	-1.00	0.00	0.00	-1.89	9.10	
382.00	39596.80	17.05	1.40	3.30	48.41	11.06	-0.78	0.00	0.00	0.81	2.65	0.80	-1.00	0.00	0.00	-16.83	19.20	
383.00	39629.60	12.24	0.70	2.20	22.16	9.29	0.02	0.00	0.00	0.49	1.34	0.60	-1.00	0.00	0.00	-20.06	52.00	
384.00	39653.50	7.21	4.20	1.90	19.45	11.12	-1.36	0.00	0.00	0.57	1.96	0.20	-1.00	0.00	0.00	-10.17	75.90	
385.00	39705.20	11.11	1.20	1.50	17.41	10.90	-0.35	0.00	0.00	0.88	1.68	0.60	-1.00	0.00	0.00	-10.09	-0.40	
386.00	39711.10	6.26	7.80	0.60	34.46	11.26	-0.15	255.00	0.00	7.03	0.66	0.20	-1.00	0.00	0.00	-0.71	31.10	
387.00	40122.80	11.49	1.40	1.20	18.82	10.78	-0.32	0.00	0.00	0.67	1.84	0.90	-1.00	0.00	0.00	-13.64	33.20	
388.00	40206.70	6.56	1.50	2.10	12.11	11.91	-1.26	0.00	0.00	1.39	0.46	0.20	-1.00	0.00	0.00	-3.78	14.70	
389.00	40636.40	19.36	1.80	3.90	66.69	12.65	-0.97	0.00	0.00	1.33	3.23	1.30	-1.00	0.00	0.00	-11.62	34.80	
390.00	40703.30	7.65	1.10	3.70	22.06	10.15	0.42	0.00	0.00	0.88	2.88	0.80	-1.00	0.00	0.00	-6.92	101.70	
391.00	41039.20	6.29	4.30	2.40	21.99	12.62	-0.97	0.00	0.00	4.14	1.89	0.60	-1.00	0.00	0.00	-1.22	79.20	
392.00	41531.20	30.04	1.80	3.40	83.31	11.92	-1.76	0.00	0.00	0.58	2.44	0.70	-1.00	0.00	0.00	-41.48	33.60	
393.00	41640.30	16.57	0.90	3.40	44.71	9.73	-0.14	0.00	0.00	0.44	2.61	0.70	-1.00	0.00	0.00	-30.04	14.70	
394.00	41729.80	19.16	0.60	7.10	90.48	10.60	-0.89	0.00	0.00	0.35	3.85	0.30	-1.00	0.00	0.00	-43.23	104.20	
395.00	41735.80	13.61	7.10	2.20	109.63	11.95	1.36	255.00	0.00	6.42	7.42	6.40	-1.00	0.00	0.00	-1.70	7.80	
396.00	41778.90	6.98	1.00	2.90	18.12	9.44	0.54	0.00	0.00	0.91	2.43	0.60	-1.00	0.00	0.00	-6.11	25.30	
397.00	41785.90	6.77	9.00	1.10	40.39	11.15	0.20	255.00	0.00	0.71	1.17	0.50	-1.00	0.00	0.00	-7.58	57.90	
398.00	41807.00	13.07	0.70	2.40	21.93	11.02	1.58	0.00	0.00	0.53	1.61	0.50	-1.00	0.00	0.00	-19.62	53.40	
399.00	41862.20	8.16	0.70	1.10	9.40	9.49	1.13	0.00	0.00	0.45	1.39	0.50	-1.00	0.00	0.00	-14.36	108.60	
400.00	41877.00	7.96	3.90	1.90	25.03	9.78	-0.42	0.00	0.00	3.74	2.10	1.00	-1.00	0.00	0.00	-1.70	123.40	
401.00	41992.70	16.15	1.10	1.60	27.05	10.77	0.92	0.00	0.00	0.72	1.77	0.80	-1.00	0.00	0.00	-18.02	111.10	
402.00	42107.90	6.68	2.20	0.80	13.67	12.75	-0.13	0.00	0.00	2.07	2.31	2.00	-1.00	0.00	0.00	-2.58	21.50	
403.00	42142.00	6.34	0.40	1.60	10.20	12.50	-0.23	0.00	0.00	0.31	1.70	0.30	-1.00	0.00	0.00	-16.61	30.00	
404.00	42242.50	6.77	4.60	2.00	20.98	11.23	-0.97	0.00	0.00	4.18	1.55	1.20	-1.00	0.00	0.00	-1.30	104.90	
405.00	42284.00	7.81	3.80	0.80	13.32	11.11	0.04	0.00	0.00	3.45	0.77	0.60	-1.00	0.00	0.00	-1.81	18.40	
406.00	42347.90	6.25	3.10	2.00	15.70	10.74	0.34	0.00	0.00	2.71	0.90	0.60	-1.00	0.00	0.00	-1.85	82.30	
407.00	42539.30	9.00	2.50	4.10	31.18	12.74	-0.39	0.00	0.00	0.57	2.61	0.60	-1.00	0.00	0.00	-12.55	17.70	
408.00	42556.40	17.02	0.90	3.90	48.80	13.01	-0.67	0.00	0.00	0.43	2.30	0.70	-1.00	0.00	0.00	-31.91	34.80	
409.00	42580.40	6.06	1.80	0.90	8.58	12.08	-0.30	0.00	0.00	1.57	1.23	1.20	-1.00	0.00	0.00	-3.08	58.80	
410.00	42752.40	6.49	4.00	1.00	14.36	11.19	2.66	0.00	0.00	0.75	1.20	0.60	-1.00	0.00	0.00	-6.90	102.80	
411.00	42876.40	27.91	1.20	1.90	53.35	11.88	-0.61	0.00	0.00	0.53	2.27	0.90	-1.00	0.00	0.00	-42.47	98.80	
412.00	43107.10	6.20	0.90	0.90	5.82	12.15	-0.83	0.00	0.00	0.73	0.71	0.40	-1.00	0.00	0.00	-6.81	73.50	
413.00	43359.10	17.65	0.90	2.10	37.44	11.53	-0.68	0.00	0.00	0.60	2.15	0.60	-1.00	0.00	0.00	-23.68	18.30	
414.00	43418.60	8.97	1.20	2.00	17.48	10.98	0.57	0.00	0.00	0.96	1.72	0.80	-1.00	0.00	0.00	-7.50	129.00	
415.00	43447.90	19.12	0.90	2.60	44.31	10.54	0.99	0.00	0.00	0.44	2.47	0.70	-1.00	0.00	0.00	-34.92	30.30	
416.00	43635.10	6.55	1.60	1.30	9.61	11.01	2.31	0.00	0.00	1.24	0.55	0.40	-1.00	0.00	0.00	-4.24	89.50	
417.00	43672.50	7.83	6.40	2.60	25.45	12.90	0.63	0.00	0.00	0.68	1.44	0.40	-1.00	0.00	0.00	-9.15	24.50	
418.00	43762.70	10.90	1.30	2.50	27.35	11.83	0.79	0.00	0.00	1.06	1.89	0.90	-1.00	0.00	0.00	-8.26	89.10	
419.00	43891.80	6.07	0.90	3.10	15.62	12.13	-0.29	0.00	0.00	0.52	2.62	0.50	-1.00	0.00	0.00	-9.31	90.20	
420.00	44264.40	9.60	0.80	1.50	13.32	13.00	0.68	0.00	0.00	0.58	1.54	0.60	-1.00	0.00	0.00	-13.22	78.80	
421.00	44343.60	6.33	2.50	0.50	10.15	13.67	-1.39	0.00	0.00	2.40	1.34	1.10	-1.00	0.00	0.00	-2.11	30.00	
422.00	44465.20	14.02	0.90	2.40	30.82	12.08	0.05	0.00	0.00	0.76	2.52	0.70	-1.00	0.00	0.00	-14.69	23.60	
423.00	44650.10	20.94	0.80	4.10	63.64	13.21	0.34	0.00	0.00	0.46	2.53	0.60	-1.00	0.00	0.00	-36.32	80.50	
424.00	45072.10	6.99	1.40	2.40	13.03	11.79	0.23	0.00	0.00	0.91	1.35	0.50	-1.00	0.00	0.00	-6.13	118.50	
425.00	45140.60	22.67	1.00	2.90	49.61	12.01	0.77	0.00	0.00	0.49	1.79	0.50	-1.00	0.00	0.00	-36.90	59.00	
426.00	45638.70	7.27	1.60	0.70	8.17	11.82	-0.30	0.00	0.00	1.23	0.97	0.50	-1.00	0.00	0.00	-4.74	45.10	
427.00	45665.50	6.68	1.10	1.50	9.36	11.57	-0.76	0.00	0.00	0.46	1.28	0.40	-1.00	0.00	0.00	-11.54	71.90	
428.00	45678.00	7.97	1.40	1.60	14.91	10.60	-1.40	0.00	0.00	1.18	2.04	1.20	-1.00	0.00	0.00	-5.39	84.40	
429.00	45901.20	13.35	1.00	1.50	22.24	11.00	1.14	0.00	0.00	0.87	1.71	0.90	-1.00	0.00	0.00	-12.25	51.60	
430.00	45901.30	13.87	1.10	1.40	22.42	11.05	0.08	0.00	0.00	0.90	1.69	1.00	-1.00	0.00	0.00	-12.36	51.70	
431.00	46063.00	11.10	0.90	2.50	22.60	10.99	-1.99	0.00	0.00	0.76	1.90	0.60	-1.00	0.00	0.00	-11.63	85.40	
432.00	46333.60	6.77	2.80	1.10	12.24	13.24	-1.08	0.00	0.00	2.13	0.55	0.40	-1.00	0.00	0.00	-2.54	100.00	
433.00	46463.50	35.48	0.80	2.30	75.07	10.52	0.10	0.00	0.00	0.39	2.26	0.60	-1.00	0.00	0.00	-72.79	101.90	
434.00	46786.10	14.94	0.80	2.50	26.65	11.09	0.58	0.00	0.00	0.44	1.46	0.50	-1.00	0.00	0.00	-27.02	40.50	
435.00	46904.70	7.22	0.90	0.70	7.62	10.08	-1.77	0.00	0.00	0.70	1.09	0.80	-1.00	0.00	0.00	-8.20	31.10	
436.00	46928.20	24.85	0.80	3.70	71.29	10.28	-2.24	0.00	0.00	0.48	2.75	0.50	-1.00	0.00	0.00	-41.09	54.60	
437.00	47121.50	9.80	1.30	2.00	18.79	10.71	0.81	0.00	0.00	1.12	1.90	0.80	-1.00	0.00	0.00	-7.02	119.90	
438.00	47155.60	9.02	3.60	3.30	34.80	11.87	0.96	0.00	0.00	2.55	2.96	0.50	-1.00	0.00	0.00	-2.83	51.60	
439.00	47249.10	8.26	1.40	1.30	12.21	10.28	1.36	0.00	0.00	1.26	1.42	0.40	-1.00	0.00	0.00	-5.23	119.50	
440.00	47312.20	13.22	1.10	3.20	36.61	10.07	2.56	0.00	0.00	0.84	2.92	0.90	-1.00	0.00	0.00	-12.60	54.60	
441.00	47342.50	12.95	1.20	2.20	23.98	10.10	1.34	0.00	0.00	0.65	1.74	0.40	-1.00	0.00	0.00	-16.04	84.90	
442.00	47357.80	13.71	1.20	2.90	34.72	10.48	1.30	0.00	0.00	0.78	2.28	0.70	-1.00	0.00	0.00	-14.01	100.20	
443.00	47389.90	8.15	3.10	1.40	19.50	10.01	0.02	0.00	0.00	2.90	0.85	0.60	-1.00	0.00	0.00	-2.25	4.30	
444.00	47405.90	10.51	2.30	2.90	29.81	9.63	-0.91	0.00	0.00	1.33	2.96	1.20	-1.00	0.00	0.00	-6.34	20.30	
445.00	47430.00	39.24	1.00	2.70	90.85	10.58	0.04	0.00	0.00	0.49	2.53	0.70	-1.00	0.00	0.00	-63.83	44.40	
446.00	47437.40	9.78	8.30	1.90	125.02	9.24	1.39	255.00	0.00	8.02	1.57	0.70	-1.00	0.00	0.00	-0.97	77.40	
447.00	47530.50	7.48	1.30	2.80	18.30	11.04	-0.41	0.00	0.00	1.15	1.13	0.90	-1.00	0.00	0.00	-5.21	16.90	
448.00	47587.00	6.63	1.00	2.50	13.12	11.24	-0.27	0.00	0.00	0.77	0.90	0.60	-1.00	0.00	0.00	-6.88	73.40	
449.00	48062.60	7.03	2.40	1.30	13.24	12.10	0.07	0.00	0.00	2.19	1.49	0.90	-1.00	0.00	0.00	-2.56	62.60	
450.00	48077.10	28.24	1.20	4.30	93.31	10.61	-1.73	0.00	0.00	0.36	3.02	0.80	-1.00	0.00	0.00	-62.29	51.50	
451.00	48193.20	9.75	0.80	3.30	22.97	11.49	-1.00	0.00	0.00	0.67	2.40	0.40	-1.00	0.00	0.00	-11.65	39.60	
452.00	48288.10	15.34	1.50	1.90	27.96	11.91	-0.57	0.00	0.00	0.54	2.16	0.60	-1.00	0.00	0.00	-22.81	6.50	
453.00	48380.80	13.51	1.10	2.50	25.01	11.63	-0.08	0.00	0.00	0.41	1.99	0.40	-1.00	0.00	0.00	-26.46	99.20	
454.00	48524.50	13.79	1.10	2.90	37.03	12.16	-0.10	0.00	0.00	0.96	2.34	1.00	-1.00	0.00	0.00	-11.49	114.90	
455.00	48692.90	26.18	1.00	2.90	60.56	12.02	-0.31	0.00	0.00	0.36	2.07	0.70	-1.00	0.00	0.00	-58.25	27.30	
456.00	48714.80	10.04	2.20	1.80	20.70	8.08	-0.44	255.00	0.00	1.89	1.77	0.40	-1.00	0.00	0.00	-4.25	74.80	
457.00	48764.80	27.87	1.10	2.80	71.57	10.09	1.28	0.00	0.00	0.50	2.52	0.80	-1.00	0.00	0.00	-44.83	99.20	
458.00	49009.80	6.36	2.50	1.20	11.13	10.78	0.54	0.00	0.00	1.54	1.64	0.60	-1.00	0.00	0.00	-3.30	88.20	
459.00	49028.80	6.79	2.20	1.10	10.68	9.81	-0.70	0.00	0.00	1.99	1.22	0.60	-1.00	0.00	0.00	-2.73	107.20	
460.00	49219.10	13.32	0.80	1.60	21.12	9.43	-0.64	0.00	0.00	0.49	1.91	0.60	-1.00	0.00	0.00	-21.98	41.50	
461.00	49374.70	26.15	2.60	8.30	145.82	9.36	1.18	0.00	0.00	0.50	3.50	1.10	-1.00	0.00	0.00	-41.92	69.10	
462.00	49405.00	7.49	0.80	0.80	7.45	5.33	-1.11	255.00	0.00	0.63	1.11	0.60	-1.00	0.00	0.00	-9.51	125.00	
463.00	49457.50	7.19	1.70	0.30	6.37	9.39	-1.07	0.00	0.00	1.56	0.59	0.50	-1.00	0.00	0.00	-3.69	23.90	
464.00	49496.90	11.44	0.60	3.80	27.07	10.15	-0.99	0.00	0.00	0.38	1.55	0.40	-1.00	0.00	0.00	-23.92	63.30	
465.00	49522.00	7.62	2.40	0.90	9.66	8.21	0.24	0.00	0.00	0.37	0.97	0.30	-1.00	0.00	0.00	-16.30	114.00	
466.00	49595.80	26.56	1.00	4.60	84.79	9.70	0.33	0.00	0.00	0.61	3.27	0.60	-1.00	0.00	0.00	-34.91	34.20	
467.00	49753.50	15.36	1.60	1.60	24.69	9.15	-1.35	0.00	0.00	0.55	1.53	0.60	-1.00	0.00	0.00	-22.17	63.90	
468.00	49807.10	6.75	9.70	0.70	36.67	9.45	1.34	0.00	0.00	2.94	0.85	0.30	-1.00	0.00	0.00	-1.84	117.50	
469.00	49880.30	9.66	0.80	2.80	25.34	10.50	1.41	0.00	0.00	0.38	2.82	0.40	-1.00	0.00	0.00	-20.26	62.70	
470.00	49961.00	19.31	0.70	3.10	40.09	10.43	1.05	0.00	0.00	0.43	1.55	0.50	-1.00	0.00	0.00	-36.04	15.40	
471.00	50074.70	6.87	0.90	2.00	11.36	12.17	0.96	0.00	0.00	0.67	1.22	0.70	-1.00	0.00	0.00	-8.22	1.10	
472.00	50107.30	9.41	0.30	2.30	20.45	10.23	-1.33	0.00	0.00	0.19	2.21	0.20	-1.00	0.00	0.00	-40.38	8.10	
473.00	50268.00	21.34	0.90	4.70	73.88	11.39	2.63	0.00	0.00	0.36	3.64	0.60	-1.00	0.00	0.00	-47.65	66.40	
474.00	50305.60	12.40	0.80	2.70	29.84	9.90	0.63	0.00	0.00	0.59	2.65	0.60	-1.00	0.00	0.00	-16.89	104.00	
475.00	50350.10	6.09	1.00	0.50	4.87	7.53	-0.68	0.00	0.00	0.66	0.80	0.50	-1.00	0.00	0.00	-7.36	20.50	
476.00	50585.60	6.33	4.10	4.10	28.45	12.55	-0.14	0.00	0.00	3.62	2.16	1.30	-1.00	0.00	0.00	-1.40	25.60	
477.00	50633.30	9.46	1.10	1.70	16.37	11.24	0.49	0.00	0.00	0.88	1.97	0.70	-1.00	0.00	0.00	-8.60	47.70	
478.00	50666.70	7.27	1.10	2.20	15.39	9.97	0.69	0.00	0.00	0.92	2.04	0.80	-1.00	0.00	0.00	-6.31	81.10	
479.00	51052.70	15.74	0.90	2.20	35.40	11.17	-2.29	0.00	0.00	0.38	2.70	0.80	-1.00	0.00	0.00	-32.73	83.10	
480.00	51675.80	16.91	0.90	4.50	53.74	11.89	0.59	0.00	0.00	0.57	2.73	0.60	-1.00	0.00	0.00	-23.54	66.20	
481.00	51831.60	27.03	1.10	3.20	71.41	12.15	-0.87	0.00	0.00	0.55	2.62	0.80	-1.00	0.00	0.00	-39.67	94.00	
482.00	51849.80	22.00	1.00	1.60	36.29	8.94	-0.93	0.00	0.00	0.72	1.91	0.60	-1.00	0.00	0.00	-24.58	112.20	
483.00	52043.00	7.55	4.60	1.50	20.40	12.25	0.09	0.00	0.00	4.22	1.28	0.80	-1.00	0.00	0.00	-1.43	49.40	
484.00	52122.60	8.82	1.50	3.10	25.14	9.45	1.07	0.00	0.00	1.31	1.92	1.40	-1.00	0.00	0.00	-5.38	1.00	
485.00	52165.20	14.77	1.50	2.20	30.09	12.12	-0.74	0.00	0.00	0.51	1.67	0.90	-1.00	0.00	0.00	-22.95	43.60	
486.00	52336.90	17.65	0.60	2.20	32.02	10.65	0.78	0.00	0.00	0.30	1.74	0.40	-1.00	0.00	0.00	-47.82	10.50	
487.00	52390.70	6.81	2.60	1.40	13.37	11.34	-1.00	0.00	0.00	2.06	0.57	0.30	-1.00	0.00	0.00	-2.64	13.10	
488.00	52410.30	17.53	0.90	3.00	44.18	11.64	-1.48	0.00	0.00	0.43	2.84	0.70	-1.00	0.00	0.00	-32.77	83.90	
489.00	52448.00	17.24	0.90	2.20	35.15	9.24	-0.37	0.00	0.00	0.67	2.42	0.70	-1.00	0.00	0.00	-20.60	121.60	
490.00	52706.80	12.49	0.90	4.80	41.47	10.34	-0.98	0.00	0.00	0.39	3.14	0.60	-1.00	0.00	0.00	-25.90	124.40	
491.00	52764.20	7.17	2.00	0.90	10.24	11.68	0.56	0.00	0.00	1.18	0.87	0.50	-1.00	0.00	0.00	-4.88	53.80	
492.00	52772.40	16.23	0.90	2.20	30.04	11.37	-0.10	0.00	0.00	0.55	1.50	0.60	-1.00	0.00	0.00	-23.42	62.00	
493.00	52784.80	6.85	1.10	0.60	6.23	10.52	-0.13	0.00	0.00	1.00	0.69	0.20	-1.00	0.00	0.00	-5.47	23.20	
494.00	53048.20	22.27	1.00	2.20	42.24	11.09	1.19	0.00	0.00	0.52	1.65	0.70	-1.00	0.00	0.00	-34.55	81.80	
495.00	53114.90	13.48	1.20	2.50	33.08	10.43	-1.74	0.00	0.00	0.95	2.48	1.00	-1.00	0.00	0.00	-11.32	20.50	
496.00	53268.90	8.43	2.30	6.60	39.46	11.54	0.29	0.00	0.00	1.53	3.34	1.30	-1.00	0.00	0.00	-4.41	123.30	
497.00	53375.00	7.73	1.40	2.10	15.76	10.99	0.14	0.00	0.00	1.25	1.59	1.20	-1.00	0.00	0.00	-4.96	24.60	
498.00	53503.50	15.43	0.70	4.40	47.48	11.33	-0.95	0.00	0.00	0.51	2.44	0.50	-1.00	0.00	0.00	-23.99	25.10	
499.00	53618.40	17.64	0.80	2.60	37.32	11.21	0.02	0.00	0.00	0.47	1.80	0.60	-1.00	0.00	0.00	-29.75	12.00	
500.00	53647.30	7.78	1.10	1.60	14.49	10.33	-1.65	0.00	0.00	0.93	2.20	1.00	-1.00	0.00	0.00	-6.66	40.90	
501.00	53681.90	6.31	3.00	1.00	12.73	10.56	-1.14	0.00	0.00	2.47	0.73	0.40	-1.00	0.00	0.00	-2.05	75.50	
502.00	53848.10	6.30	2.90	1.40	11.52	11.67	-0.82	0.00	0.00	1.19	1.17	1.00	-1.00	0.00	0.00	-4.22	113.70	
503.00	54151.80	12.02	0.80	4.00	33.48	11.96	0.44	0.00	0.00	0.52	1.84	0.60	-1.00	0.00	0.00	-18.32	33.40	
504.00	54326.20	9.48	1.30	1.40	14.84	12.02	-0.20	0.00	0.00	0.78	1.60	0.70	-1.00	0.00	0.00	-9.67	79.80	
505.00	54357.10	13.87	1.40	3.90	40.26	11.92	-0.96	0.00	0.00	0.99	2.18	0.90	-1.00	0.00	0.00	-11.23	110.70	
506.00	54420.70	11.64	1.50	2.40	31.71	11.57	1.78	0.00	0.00	1.25	2.61	1.30	-1.00	0.00	0.00	-7.45	123.10	
507.00	54449.10	6.30	1.50	0.40	6.53	9.56	-0.16	0.00	0.00	1.36	0.62	0.30	-1.00	0.00	0.00	-3.71	74.70	
508.00	54481.20	13.67	1.10	1.50	21.03	8.69	-0.58	0.00	0.00	0.69	1.41	0.70	-1.00	0.00	0.00	-15.95	106.80	
509.00	54512.40	12.81	0.70	1.80	18.95	8.67	0.89	0.00	0.00	0.47	1.57	0.50	-1.00	0.00	0.00	-21.66	10.00	
510.00	54790.80	8.83	0.80	5.00	31.49	8.33	0.02	0.00	0.00	0.46	1.18	0.30	-1.00	0.00	0.00	-15.19	32.40	
511.00	54793.50	8.49	3.60	2.40	34.44	8.81	0.17	255.00	0.00	3.18	2.51	0.80	-1.00	0.00	0.00	-2.13	9.50	
512.00	54826.70	18.54	1.00	3.20	45.64	10.53	-0.67	0.00	0.00	0.74	2.04	0.70	-1.00	0.00	0.00	-20.05	68.30	
513.00	55055.40	15.31	1.80	2.70	37.18	9.63	0.52	0.00	0.00	0.57	2.63	0.60	-1.00	0.00	0.00	-21.65	41.00	
514.00	55111.80	19.36	1.50	2.40	39.74	11.79	0.57	0.00	0.00	1.00	2.11	0.60	-1.00	0.00	0.00	-15.47	97.40	
515.00	55172.50	13.97	0.70	3.30	33.41	9.41	0.22	0.00	0.00	0.53	2.48	0.40	-1.00	0.00	0.00	-20.91	4.50	
516.00	55191.80	8.19	1.90	0.60	8.37	9.77	-0.60	0.00	0.00	0.89	1.18	0.80	-1.00	0.00	0.00	-7.40	49.40	
517.00	55214.90	18.52	0.90	6.60	77.33	9.48	-1.72	0.00	0.00	0.38	2.35	0.50	-1.00	0.00	0.00	-38.79	72.50	
518.00	55288.20	6.49	2.70	2.10	13.62	10.57	-0.51	0.00	0.00	0.70	1.10	0.70	-1.00	0.00	0.00	-7.39	94.60	
519.00	55327.90	9.05	2.10	2.30	20.29	11.18	0.94	0.00	0.00	1.89	1.42	0.50	-1.00	0.00	0.00	-3.83	57.50	
520.00	55472.10	21.12	1.10	7.20	93.36	11.51	-0.39	0.00	0.00	0.48	3.26	0.70	-1.00	0.00	0.00	-35.53	73.70	
521.00	55496.40	14.04	2.50	2.00	43.05	8.68	0.80	0.00	0.00	2.17	3.80	2.10	-1.00	0.00	0.00	-5.17	98.00	
522.00	55551.20	6.14	1.70	0.40	6.26	9.14	0.59	0.00	0.00	1.47	0.65	0.50	-1.00	0.00	0.00	-3.34	101.60	
523.00	55560.90	15.12	0.60	3.90	41.05	9.27	-0.32	0.00	0.00	0.41	2.38	0.40	-1.00	0.00	0.00	-29.45	34.50	
524.00	55879.50	7.79	4.10	1.20	17.66	11.27	0.23	0.00	0.00	2.23	1.52	0.80	-1.00	0.00	0.00	-2.79	97.10	
525.00	56347.70	17.21	0.80	3.30	37.16	11.05	-0.76	0.00	0.00	0.47	1.70	0.50	-1.00	0.00	0.00	-29.14	53.30	
526.00	56411.60	10.47	1.90	2.70	27.02	10.57	0.43	0.00	0.00	0.51	2.41	0.40	-1.00	0.00	0.00	-16.45	117.20	
527.00	56634.50	11.38	1.00	5.70	43.80	11.18	-1.48	0.00	0.00	0.82	2.37	0.70	-1.00	0.00	0.00	-11.17	84.10	
528.00	56829.30	7.25	0.90	1.00	7.73	11.99	-0.11	0.00	0.00	0.74	1.04	0.50	-1.00	0.00	0.00	-7.86	22.90	
529.00	56879.10	6.87	1.70	0.80	9.79	12.06	-1.04	0.00	0.00	1.47	1.39	1.20	-1.00	0.00	0.00	-3.74	72.70	
530.00	57013.30	17.74	0.80	2.30	33.77	12.22	0.07	0.00	0.00	0.46	1.78	0.50	-1.00	0.00	0.00	-31.12	27.70	
531.00	57025.30	7.34	0.60	5.20	25.18	10.33	1.66	0.00	0.00	0.40	0.93	0.40	-1.00	0.00	0.00	-14.70	90.90	
532.00	57035.20	7.51	1.00	2.20	15.74	11.46	1.65	0.00	0.00	0.77	1.95	0.60	-1.00	0.00	0.00	-7.80	100.80	
533.00	57066.70	6.27	3.20	2.60	15.36	11.34	1.12	255.00	0.00	2.31	1.56	0.60	-1.00	0.00	0.00	-2.17	4.30	
534.00	57595.20	6.52	1.90	1.70	14.90	10.62	0.86	0.00	0.00	1.69	1.72	1.60	-1.00	0.00	0.00	-3.09	20.80	
535.00	57803.90	6.26	1.10	2.60	13.72	11.86	-2.14	0.00	0.00	0.96	2.24	0.50	-1.00	0.00	0.00	-5.22	75.90	
536.00	57925.90	8.10	1.50	2.60	17.79	12.73	-2.50	0.00	0.00	0.93	1.31	0.50	-1.00	0.00	0.00	-7.00	95.50	
537.00	57948.80	6.61	4.00	0.40	11.07	12.80	0.85	0.00	0.00	1.40	0.96	0.70	-1.00	0.00	0.00	-3.78	92.80	
538.00	57976.50	16.55	0.90	2.20	35.82	10.95	0.75	0.00	0.00	0.55	2.17	0.60	-1.00	0.00	0.00	-23.94	18.10	
539.00	58130.20	13.07	1.20	3.10	33.05	12.20	-0.41	0.00	0.00	0.59	2.03	1.00	-1.00	0.00	0.00	-17.66	43.80	
540.00	58135.70	6.08	0.60	0.80	4.49	11.54	-1.17	0.00	0.00	0.39	0.45	0.30	-1.00	0.00	0.00	-12.56	126.10	
541.00	58156.60	7.72	1.10	1.60	12.39	9.98	-0.74	0.00	0.00	0.90	1.53	0.80	-1.00	0.00	0.00	-6.89	70.20	
542.00	58159.20	10.00	3.70	2.00	29.33	9.51	0.93	255.00	0.00	0.77	1.99	0.40	-1.00	0.00	0.00	-10.41	47.20	
