	Time (ms)	Amplitude	Rise (ms)	Decay (ms)	Area	Baseline	Noise	Group	Channel	10-90Rise	HalfWidth	Rise50	Peak Dir	Burst#	BurstE#	10-90Slope	Rel Time	
357.00	341369.70	13.89	2.20	2.10	43.75	-4.79	-0.38	0.00	0.00	1.92	3.72	1.80	-1.00	0.00	0.00	-5.80	147.30	
358.00	341586.00	22.71	1.90	2.10	58.26	-4.74	-1.40	0.00	0.00	1.40	3.06	1.10	-1.00	0.00	0.00	-12.97	1106.00	
359.00	341856.90	10.83	3.70	2.10	33.79	-5.47	2.00	0.00	0.00	2.79	2.98	2.10	-1.00	0.00	0.00	-3.10	96.90	
360.00	341909.70	10.70	2.70	2.10	27.03	-5.22	-0.30	0.00	0.00	1.67	1.96	1.40	-1.00	0.00	0.00	-5.11	149.70	
361.00	341925.10	15.40	1.20	2.10	35.32	-5.55	-1.36	0.00	0.00	0.92	2.50	0.50	-1.00	0.00	0.00	-13.43	165.10	
362.00	342825.40	28.94	2.00	2.10	88.38	-5.46	-1.06	0.00	0.00	1.04	3.36	1.40	-1.00	0.00	0.00	-22.20	1065.40	
363.00	343412.10	17.45	1.60	2.10	38.14	-4.65	-2.59	0.00	0.00	1.06	2.63	0.70	-1.00	0.00	0.00	-13.22	372.10	
364.00	343515.50	11.03	1.50	2.10	22.66	-5.70	0.61	0.00	0.00	1.04	1.92	0.80	-1.00	0.00	0.00	-8.45	475.50	
365.00	343873.00	11.70	2.00	2.10	31.84	-5.01	0.02	0.00	0.00	1.33	2.73	1.40	-1.00	0.00	0.00	-7.06	833.00	
366.00	344046.10	14.81	3.00	2.10	52.21	-4.52	0.04	0.00	0.00	2.57	4.20	2.30	-1.00	0.00	0.00	-4.61	1006.10	
367.00	344177.30	13.80	4.20	2.10	51.61	-5.97	1.77	0.00	0.00	3.09	3.96	2.00	-1.00	0.00	0.00	-3.57	1137.30	
368.00	345563.90	10.63	1.80	2.10	25.51	-6.17	0.28	0.00	0.00	1.62	1.79	0.80	-1.00	0.00	0.00	-5.26	1243.90	
369.00	346127.80	13.92	2.20	2.10	39.70	-5.25	0.41	0.00	0.00	1.80	3.15	1.20	-1.00	0.00	0.00	-6.18	527.80	
370.00	348366.20	16.28	1.70	2.10	44.17	-5.01	-0.93	0.00	0.00	1.41	3.27	1.30	-1.00	0.00	0.00	-9.23	206.20	
371.00	348835.10	11.84	2.40	2.10	30.18	-4.41	-1.18	0.00	0.00	1.87	2.76	1.40	-1.00	0.00	0.00	-5.06	675.10	
372.00	349036.00	10.55	1.40	2.10	25.17	-4.40	-0.97	0.00	0.00	1.04	2.84	0.90	-1.00	0.00	0.00	-8.11	876.00	
373.00	349192.50	10.91	2.70	2.10	38.32	-4.14	1.39	0.00	0.00	2.52	4.33	2.40	-1.00	0.00	0.00	-3.47	1032.50	
374.00	349549.60	11.01	1.40	2.10	24.63	-5.07	0.08	0.00	0.00	1.27	2.79	0.80	-1.00	0.00	0.00	-6.91	109.60	
375.00	350169.50	13.54	1.40	2.10	32.25	-4.78	-0.33	0.00	0.00	1.08	2.63	0.70	-1.00	0.00	0.00	-10.01	729.50	
376.00	350939.40	12.66	2.30	2.10	40.90	-3.63	-1.03	0.00	0.00	1.95	3.42	1.50	-1.00	0.00	0.00	-5.19	117.00	
377.00	351345.80	12.14	2.20	2.10	34.50	-7.94	0.83	0.00	0.00	1.94	3.29	1.80	-1.00	0.00	0.00	-5.00	625.80	
378.00	353520.30	13.82	2.90	2.10	47.70	-2.97	0.82	0.00	0.00	2.17	4.00	2.00	-1.00	0.00	0.00	-5.10	240.30	
379.00	353982.70	11.68	1.20	2.10	26.93	-5.79	0.62	0.00	0.00	0.80	2.72	0.80	-1.00	0.00	0.00	-11.72	702.70	
380.00	354008.00	17.60	2.10	2.10	48.02	-5.75	-0.62	0.00	0.00	1.32	3.04	1.10	-1.00	0.00	0.00	-10.63	113.60	
381.00	355423.60	21.21	2.50	2.10	67.35	-5.43	0.56	0.00	0.00	1.68	3.82	2.00	-1.00	0.00	0.00	-10.11	863.60	
382.00	355706.30	16.02	1.30	2.10	37.85	-5.31	1.52	0.00	0.00	1.10	2.76	0.80	-1.00	0.00	0.00	-11.65	1146.30	
383.00	355922.20	16.89	1.90	2.10	48.33	-5.57	0.82	0.00	0.00	1.66	3.33	1.40	-1.00	0.00	0.00	-8.13	82.20	
384.00	356372.90	11.10	1.50	2.10	22.58	-5.13	0.78	0.00	0.00	0.96	1.66	0.90	-1.00	0.00	0.00	-9.28	532.90	
385.00	357486.90	13.60	1.90	2.10	35.38	-6.89	-0.93	0.00	0.00	1.61	2.73	1.40	-1.00	0.00	0.00	-6.74	366.90	
386.00	358346.50	15.16	3.00	2.10	37.83	-4.97	-0.27	0.00	0.00	1.27	2.63	1.00	-1.00	0.00	0.00	-9.58	1226.50	
387.00	359215.60	13.03	3.30	2.10	42.73	-6.50	-0.52	0.00	0.00	2.59	3.96	2.00	-1.00	0.00	0.00	-4.03	815.60	
388.00	359271.10	20.31	2.80	2.10	65.72	-5.03	0.98	0.00	0.00	2.32	3.99	2.00	-1.00	0.00	0.00	-7.02	871.10	
389.00	359586.80	12.70	1.50	2.10	25.57	-6.02	0.15	0.00	0.00	0.93	1.85	0.60	-1.00	0.00	0.00	-10.88	1186.80	
390.00	360112.60	10.91	1.40	2.10	26.62	-4.65	-0.99	0.00	0.00	1.15	2.78	0.80	-1.00	0.00	0.00	-7.56	432.60	
391.00	363150.20	19.29	1.60	2.10	53.06	-6.56	0.85	0.00	0.00	1.25	3.07	1.10	-1.00	0.00	0.00	-12.35	910.20	
392.00	363364.80	15.32	3.40	2.10	51.80	-5.20	-1.97	0.00	0.00	2.47	4.12	2.20	-1.00	0.00	0.00	-4.96	1124.80	
393.00	364661.80	13.04	2.60	2.10	36.62	-5.33	-0.44	0.00	0.00	2.08	3.41	1.50	-1.00	0.00	0.00	-5.02	1141.80	
394.00	364827.70	11.10	1.10	2.10	26.79	-6.08	1.73	0.00	0.00	0.90	2.63	0.70	-1.00	0.00	0.00	-9.87	27.70	
395.00	365703.90	12.17	1.90	2.10	31.69	-6.66	-0.85	0.00	0.00	1.68	3.35	1.40	-1.00	0.00	0.00	-5.81	903.90	
396.00	365831.90	13.04	1.80	2.10	30.79	-5.97	1.20	0.00	0.00	1.15	2.66	0.70	-1.00	0.00	0.00	-9.08	1031.90	
397.00	365983.90	11.57	1.80	2.10	27.18	-5.04	1.15	0.00	0.00	1.23	2.25	0.90	-1.00	0.00	0.00	-7.51	1183.90	
398.00	367140.20	11.76	1.50	2.10	28.23	-6.24	0.37	0.00	0.00	1.27	2.48	1.00	-1.00	0.00	0.00	-7.41	1060.20	
399.00	367666.40	14.66	2.00	2.10	38.88	-5.95	-0.58	0.00	0.00	1.14	3.01	1.10	-1.00	0.00	0.00	-10.29	306.40	
400.00	367899.80	13.80	1.40	2.10	36.45	-5.31	-0.67	0.00	0.00	1.23	2.90	0.90	-1.00	0.00	0.00	-8.94	539.80	
401.00	368276.90	10.47	2.60	2.10	28.99	-4.92	-0.67	0.00	0.00	2.39	2.14	1.70	-1.00	0.00	0.00	-3.51	916.90	
402.00	369411.20	12.32	3.40	2.10	36.47	-4.90	0.56	0.00	0.00	2.25	3.63	1.80	-1.00	0.00	0.00	-4.38	771.20	
403.00	370109.20	10.66	2.20	2.10	30.20	-5.34	-1.11	0.00	0.00	2.04	3.10	1.20	-1.00	0.00	0.00	-4.17	189.20	
404.00	370134.60	10.02	2.40	2.10	28.57	-7.05	0.60	0.00	0.00	1.79	3.39	1.40	-1.00	0.00	0.00	-4.47	214.60	
405.00	370182.20	10.51	1.70	2.10	24.94	-7.40	1.59	0.00	0.00	1.49	2.31	1.00	-1.00	0.00	0.00	-5.64	262.20	
406.00	370324.90	14.13	2.20	2.10	42.57	-6.53	-0.31	0.00	0.00	1.95	3.65	1.70	-1.00	0.00	0.00	-5.78	404.90	
407.00	370681.70	16.32	1.60	2.10	42.04	-6.08	-0.96	0.00	0.00	1.35	3.07	1.10	-1.00	0.00	0.00	-9.65	761.70	
408.00	370803.90	14.15	2.60	2.10	45.36	-7.77	1.30	0.00	0.00	2.43	3.94	2.00	-1.00	0.00	0.00	-4.66	883.90	
409.00	370943.90	10.39	2.20	2.10	28.97	-7.73	-0.47	0.00	0.00	1.40	2.54	1.60	-1.00	0.00	0.00	-5.93	1023.90	
410.00	371967.20	13.06	1.80	2.10	35.95	-5.42	1.43	0.00	0.00	1.61	3.52	1.60	-1.00	0.00	0.00	-6.49	767.20	
411.00	372308.70	11.04	1.80	2.10	25.94	-6.68	-0.04	0.00	0.00	1.58	2.60	0.90	-1.00	0.00	0.00	-5.59	1108.70	
412.00	372554.80	11.01	1.40	2.10	20.73	-6.25	-1.09	0.00	0.00	1.22	1.94	0.60	-1.00	0.00	0.00	-7.20	74.80	
413.00	372921.40	19.46	3.30	2.10	67.65	-5.71	-0.33	0.00	0.00	2.46	4.16	2.20	-1.00	0.00	0.00	-6.34	441.40	
414.00	372999.40	11.36	0.90	2.10	23.53	-6.26	-0.35	0.00	0.00	0.75	1.91	0.80	-1.00	0.00	0.00	-12.05	519.40	
415.00	373590.20	11.19	2.80	2.10	38.69	-5.86	-0.28	0.00	0.00	2.46	4.10	2.10	-1.00	0.00	0.00	-3.64	1110.20	
416.00	373638.70	15.06	1.90	2.10	33.81	-4.55	-0.63	0.00	0.00	1.63	2.82	1.10	-1.00	0.00	0.00	-7.39	1158.70	
417.00	373654.20	12.10	1.00	2.10	26.68	-5.41	-0.07	0.00	0.00	0.90	2.76	0.80	-1.00	0.00	0.00	-10.81	175.80	
418.00	374056.30	10.35	1.50	2.10	24.13	-6.18	1.60	0.00	0.00	1.24	2.45	1.00	-1.00	0.00	0.00	-6.67	296.30	
419.00	374251.10	10.37	1.70	2.10	26.71	-6.93	-0.35	0.00	0.00	1.54	2.95	1.30	-1.00	0.00	0.00	-5.38	491.10	
420.00	374376.00	10.08	1.80	2.10	24.43	-6.38	0.20	0.00	0.00	1.54	1.78	0.90	-1.00	0.00	0.00	-5.24	616.00	
421.00	374728.70	16.38	1.90	2.10	49.76	-5.47	1.24	0.00	0.00	1.20	3.43	1.50	-1.00	0.00	0.00	-10.90	98.30	
422.00	375172.00	11.79	1.00	2.10	26.48	-6.03	1.40	0.00	0.00	0.70	2.81	0.90	-1.00	0.00	0.00	-13.52	132.00	
423.00	375203.10	11.20	2.10	2.10	25.47	-6.60	-1.74	0.00	0.00	1.15	2.61	0.70	-1.00	0.00	0.00	-7.79	163.10	
424.00	375361.70	10.43	1.20	2.10	24.56	-5.65	1.38	0.00	0.00	1.06	2.90	0.90	-1.00	0.00	0.00	-7.88	321.70	
425.00	375528.40	12.00	2.70	2.10	28.98	-6.13	1.48	0.00	0.00	1.52	2.50	0.60	-1.00	0.00	0.00	-6.32	488.40	
426.00	375856.20	11.89	3.00	2.10	40.75	-5.49	0.13	0.00	0.00	2.53	4.14	2.20	-1.00	0.00	0.00	-3.76	73.80	
427.00	376409.10	11.31	2.10	2.10	31.80	-5.50	0.25	0.00	0.00	1.32	3.23	1.30	-1.00	0.00	0.00	-6.87	114.70	
428.00	376513.30	14.57	1.90	2.10	40.72	-7.80	1.06	0.00	0.00	1.50	3.23	1.30	-1.00	0.00	0.00	-7.78	193.30	
429.00	377359.90	20.20	2.10	2.10	58.15	-5.77	0.82	0.00	0.00	1.73	3.36	1.40	-1.00	0.00	0.00	-9.35	1039.90	
430.00	377383.80	18.48	2.90	2.10	53.66	-5.78	-0.74	0.00	0.00	1.12	3.02	1.10	-1.00	0.00	0.00	-13.22	65.40	
431.00	379001.90	12.35	2.40	2.10	36.21	-5.55	-1.58	0.00	0.00	2.14	3.25	1.70	-1.00	0.00	0.00	-4.63	121.90	
432.00	379532.00	17.00	1.60	2.10	40.47	-5.95	1.76	0.00	0.00	1.13	2.64	0.80	-1.00	0.00	0.00	-12.04	652.00	
433.00	379900.60	18.32	2.00	2.10	57.33	-6.16	1.84	0.00	0.00	1.21	3.43	1.50	-1.00	0.00	0.00	-12.07	1020.60	
434.00	380970.30	18.23	1.90	2.10	51.84	-6.23	-0.70	0.00	0.00	1.70	3.39	1.40	-1.00	0.00	0.00	-8.60	810.30	
435.00	381100.30	14.56	2.20	2.10	41.87	-6.95	0.30	0.00	0.00	1.82	3.16	1.70	-1.00	0.00	0.00	-6.39	940.30	
436.00	381546.80	10.61	3.60	2.10	39.91	-6.32	1.03	0.00	0.00	3.31	3.64	2.70	-1.00	0.00	0.00	-2.56	106.80	
437.00	382280.90	12.40	1.80	2.10	33.28	-6.89	-0.48	0.00	0.00	1.51	3.25	1.30	-1.00	0.00	0.00	-6.57	840.90	
438.00	382370.90	13.03	2.60	2.10	40.20	-8.26	-0.80	0.00	0.00	2.34	3.91	2.00	-1.00	0.00	0.00	-4.45	60.50	
439.00	383182.70	18.71	4.30	2.10	56.30	-6.11	1.42	0.00	0.00	1.72	3.09	1.10	-1.00	0.00	0.00	-8.71	462.70	
440.00	383729.10	12.91	1.90	2.10	39.45	-6.56	0.30	0.00	0.00	1.22	3.57	1.60	-1.00	0.00	0.00	-8.49	1009.10	
441.00	383770.80	13.37	2.30	2.10	37.32	-5.98	0.14	0.00	0.00	2.11	3.53	1.60	-1.00	0.00	0.00	-5.07	1050.80	
442.00	384804.90	18.37	2.80	2.10	54.27	-6.59	2.44	0.00	0.00	1.29	3.38	1.40	-1.00	0.00	0.00	-11.41	804.90	
443.00	385037.40	22.00	1.90	2.10	63.17	-6.35	0.74	0.00	0.00	1.16	3.36	1.40	-1.00	0.00	0.00	-15.23	1037.40	
444.00	385082.60	11.29	1.70	2.10	27.86	-6.07	-0.57	0.00	0.00	0.92	2.81	0.90	-1.00	0.00	0.00	-9.80	1082.60	
445.00	385854.20	12.13	1.90	2.10	29.41	-6.50	0.62	0.00	0.00	1.63	2.74	0.80	-1.00	0.00	0.00	-5.94	574.20	
446.00	386545.50	15.85	2.30	2.10	48.71	-6.71	-0.73	0.00	0.00	1.87	3.64	1.70	-1.00	0.00	0.00	-6.77	1265.50	
447.00	386568.60	10.91	2.20	2.10	29.82	-7.97	0.35	0.00	0.00	1.86	2.86	1.20	-1.00	0.00	0.00	-4.70	8.60	
448.00	386779.20	16.09	1.90	2.10	40.44	-6.47	-0.24	0.00	0.00	1.69	3.36	1.40	-1.00	0.00	0.00	-7.62	219.20	
449.00	387238.30	12.70	2.90	2.10	43.70	-6.08	-1.70	0.00	0.00	2.69	3.67	2.00	-1.00	0.00	0.00	-3.78	678.30	
450.00	387830.00	13.24	2.10	2.10	37.17	-6.29	-0.43	0.00	0.00	1.72	3.22	1.30	-1.00	0.00	0.00	-6.15	1270.00	
451.00	387848.00	22.62	2.10	2.10	64.68	-9.02	0.57	255.00	0.00	1.78	3.43	1.50	-1.00	0.00	0.00	-10.18	8.00	
452.00	387869.50	29.18	2.80	2.10	100.20	-11.45	-0.34	255.00	0.00	1.91	4.08	2.10	-1.00	0.00	0.00	-12.20	29.50	
453.00	388448.60	10.87	2.90	2.10	37.44	-5.06	1.04	0.00	0.00	2.71	4.33	2.40	-1.00	0.00	0.00	-3.21	608.60	
454.00	389032.20	13.86	2.10	2.10	40.87	-6.45	-1.42	0.00	0.00	1.79	3.52	1.90	-1.00	0.00	0.00	-6.20	1192.20	
455.00	389052.40	10.35	1.00	2.10	21.52	-6.32	1.62	0.00	0.00	0.92	2.25	0.30	-1.00	0.00	0.00	-8.98	86.00	
456.00	389961.40	12.86	3.40	2.10	43.62	-6.01	1.79	0.00	0.00	2.70	4.01	2.60	-1.00	0.00	0.00	-3.82	841.40	
457.00	390202.00	12.44	2.50	2.10	33.83	-5.02	1.11	0.00	0.00	1.29	3.01	1.10	-1.00	0.00	0.00	-7.70	211.60	
458.00	390446.40	12.67	1.60	2.10	33.33	-5.94	-0.17	0.00	0.00	1.42	3.11	1.20	-1.00	0.00	0.00	-7.13	46.40	
459.00	390604.40	14.89	2.30	2.10	44.30	-6.83	-0.38	0.00	0.00	1.79	3.55	1.70	-1.00	0.00	0.00	-6.67	204.40	
460.00	390635.80	10.20	2.30	2.10	29.21	-6.82	-0.92	0.00	0.00	1.94	3.45	1.50	-1.00	0.00	0.00	-4.20	235.80	
461.00	391835.40	18.43	3.00	2.10	68.18	-5.80	-0.29	0.00	0.00	2.86	4.56	2.60	-1.00	0.00	0.00	-5.16	155.40	
462.00	391930.70	14.12	1.60	2.10	30.41	-6.64	0.91	0.00	0.00	1.16	1.58	1.00	-1.00	0.00	0.00	-9.74	250.70	
463.00	392127.70	14.54	2.70	2.10	47.99	-5.02	1.84	0.00	0.00	2.41	3.99	2.00	-1.00	0.00	0.00	-4.82	447.70	
464.00	393136.40	12.66	1.70	2.10	31.57	-6.30	0.40	0.00	0.00	1.46	2.90	0.90	-1.00	0.00	0.00	-6.96	74.00	
465.00	393230.50	12.17	2.10	2.10	33.68	-6.47	1.76	0.00	0.00	1.66	3.52	1.60	-1.00	0.00	0.00	-5.86	270.50	
466.00	393403.30	24.19	2.20	2.10	77.04	-5.06	2.21	0.00	0.00	1.15	3.70	1.70	-1.00	0.00	0.00	-16.76	443.30	
467.00	394239.00	15.19	2.40	2.10	42.63	-5.50	1.81	0.00	0.00	1.91	3.41	1.50	-1.00	0.00	0.00	-6.37	152.60	
468.00	394500.60	10.96	2.40	2.10	32.43	-6.86	-0.48	0.00	0.00	2.15	3.39	2.00	-1.00	0.00	0.00	-4.08	260.60	
469.00	395544.10	11.26	1.10	2.10	27.09	-5.91	-0.71	0.00	0.00	0.90	2.76	0.80	-1.00	0.00	0.00	-10.04	24.10	
470.00	395555.50	11.43	12.50	2.10	90.76	-5.47	0.33	255.00	0.00	2.91	2.75	0.80	-1.00	0.00	0.00	-3.15	189.10	
471.00	396069.10	15.17	1.50	2.10	36.98	-5.38	-1.23	0.00	0.00	1.02	2.92	1.00	-1.00	0.00	0.00	-11.86	549.10	
472.00	396106.80	15.63	2.00	2.10	36.42	-6.73	-1.34	0.00	0.00	1.47	2.51	0.80	-1.00	0.00	0.00	-8.51	586.80	
473.00	396159.30	14.68	2.80	2.10	41.94	-6.17	-1.32	0.00	0.00	1.92	3.60	1.80	-1.00	0.00	0.00	-6.12	639.30	
474.00	396358.00	13.98	2.60	2.10	40.87	-5.98	1.23	0.00	0.00	2.18	3.64	1.70	-1.00	0.00	0.00	-5.12	838.00	
475.00	396694.00	11.47	1.50	2.10	24.05	-8.04	2.01	0.00	0.00	1.38	2.16	1.00	-1.00	0.00	0.00	-6.65	1174.00	
476.00	396749.10	10.90	1.40	2.10	24.77	-6.13	-0.78	0.00	0.00	1.22	2.93	1.00	-1.00	0.00	0.00	-7.17	1229.10	
477.00	396907.70	12.09	2.00	2.10	35.22	-6.02	2.26	0.00	0.00	1.73	3.18	1.50	-1.00	0.00	0.00	-5.60	107.70	
478.00	397686.90	10.02	2.40	2.10	25.74	-6.04	-0.75	0.00	0.00	2.23	2.90	0.90	-1.00	0.00	0.00	-3.59	886.90	
479.00	398730.40	10.58	1.60	2.10	22.49	-6.32	2.19	0.00	0.00	1.23	2.20	0.80	-1.00	0.00	0.00	-6.88	36.00	
480.00	398783.70	14.60	1.20	2.10	33.39	-8.28	0.84	0.00	0.00	0.94	2.51	0.60	-1.00	0.00	0.00	-12.38	89.30	
481.00	399517.20	14.20	2.50	2.10	45.57	-7.17	0.74	0.00	0.00	2.06	3.92	2.00	-1.00	0.00	0.00	-5.51	157.20	
482.00	400640.90	10.06	2.30	2.10	29.08	-4.97	-1.38	0.00	0.00	2.07	1.16	1.00	-1.00	0.00	0.00	-3.88	1280.90	
483.00	403083.70	11.58	3.50	2.10	43.77	-7.36	-0.67	0.00	0.00	3.29	4.06	2.50	-1.00	0.00	0.00	-2.82	37.30	
484.00	404541.70	20.90	2.20	2.10	67.93	-7.05	0.39	0.00	0.00	1.56	3.52	1.60	-1.00	0.00	0.00	-10.70	61.70	
485.00	406297.30	15.73	1.70	2.10	38.67	-5.39	-0.39	0.00	0.00	1.27	3.03	1.10	-1.00	0.00	0.00	-9.92	537.30	
486.00	406586.60	17.84	3.20	2.10	64.30	-6.17	0.33	0.00	0.00	2.35	4.52	2.60	-1.00	0.00	0.00	-6.08	826.60	
487.00	406612.80	11.32	2.60	2.10	38.99	-7.79	-0.80	0.00	0.00	2.28	4.22	2.30	-1.00	0.00	0.00	-3.96	852.80	
488.00	406830.00	11.92	1.90	2.10	31.75	-5.60	0.95	0.00	0.00	1.66	3.18	1.20	-1.00	0.00	0.00	-5.76	1070.00	
489.00	407618.40	15.31	2.00	2.10	41.72	-6.91	1.75	0.00	0.00	1.44	2.89	0.90	-1.00	0.00	0.00	-8.49	578.40	
490.00	408142.30	11.94	3.20	2.10	42.03	-6.89	-1.09	0.00	0.00	2.65	4.23	2.40	-1.00	0.00	0.00	-3.61	231.90	
491.00	408242.60	10.76	3.90	2.10	44.74	-5.97	0.27	0.00	0.00	3.58	4.97	3.00	-1.00	0.00	0.00	-2.41	76.20	
492.00	408304.80	12.03	1.40	2.10	28.03	-7.23	-0.91	0.00	0.00	1.14	2.86	0.90	-1.00	0.00	0.00	-8.41	138.40	
493.00	408434.80	12.87	1.20	2.10	29.75	-7.91	-1.14	0.00	0.00	0.83	2.83	0.90	-1.00	0.00	0.00	-12.46	114.80	
494.00	408469.40	12.28	1.90	2.10	27.92	-7.30	-1.68	0.00	0.00	1.68	2.81	1.30	-1.00	0.00	0.00	-5.86	149.40	
495.00	408697.80	13.09	2.20	2.10	40.57	-6.97	1.03	0.00	0.00	1.84	3.58	1.60	-1.00	0.00	0.00	-5.68	377.80	
496.00	409464.70	14.59	2.70	2.10	39.29	-5.84	1.72	0.00	0.00	2.40	2.15	1.80	-1.00	0.00	0.00	-4.87	1144.70	
497.00	410207.60	18.64	1.60	2.10	47.81	-5.00	0.20	0.00	0.00	1.41	3.14	1.20	-1.00	0.00	0.00	-10.59	607.60	
498.00	410364.80	19.28	2.10	2.10	60.12	-5.59	0.58	0.00	0.00	1.53	3.57	1.60	-1.00	0.00	0.00	-10.06	764.80	
499.00	411586.40	15.43	2.30	2.10	48.16	-6.08	-0.63	0.00	0.00	1.80	3.60	1.60	-1.00	0.00	0.00	-6.85	92.00	
500.00	411712.40	10.02	2.60	2.10	31.85	-5.13	-1.24	0.00	0.00	2.41	3.22	2.00	-1.00	0.00	0.00	-3.33	832.40	
501.00	412746.40	15.33	1.70	2.10	42.57	-5.85	-2.50	0.00	0.00	1.18	3.16	1.20	-1.00	0.00	0.00	-10.35	586.40	
502.00	412871.30	11.94	1.80	2.10	30.46	-5.13	0.65	0.00	0.00	1.44	3.21	1.30	-1.00	0.00	0.00	-6.62	711.30	
503.00	413600.00	20.19	1.80	2.10	53.65	-6.11	-0.89	0.00	0.00	1.52	3.11	1.20	-1.00	0.00	0.00	-10.64	57.60	
504.00	414431.60	12.44	3.90	2.10	47.75	-6.16	0.35	0.00	0.00	3.48	3.62	2.80	-1.00	0.00	0.00	-2.86	991.60	
505.00	414957.40	17.57	3.20	2.10	65.41	-5.94	0.24	0.00	0.00	2.99	4.67	2.70	-1.00	0.00	0.00	-4.70	237.40	
506.00	415124.00	10.82	2.00	2.10	28.94	-6.32	0.75	0.00	0.00	1.80	3.06	1.50	-1.00	0.00	0.00	-4.81	404.00	
507.00	415372.20	14.02	1.50	2.10	34.13	-6.11	0.20	0.00	0.00	0.95	2.58	0.60	-1.00	0.00	0.00	-11.80	37.80	
508.00	415464.70	10.06	1.60	2.10	24.85	-5.29	1.07	0.00	0.00	1.41	2.76	0.80	-1.00	0.00	0.00	-5.69	130.30	
509.00	415834.40	11.87	3.00	2.10	43.55	-5.88	0.71	0.00	0.00	2.85	3.93	2.50	-1.00	0.00	0.00	-3.33	1114.40	
510.00	416429.00	10.15	1.70	2.10	22.07	-5.86	1.56	0.00	0.00	1.02	2.31	0.40	-1.00	0.00	0.00	-7.92	70.60	
511.00	416787.60	11.98	1.10	2.10	24.54	-4.93	-1.58	0.00	0.00	0.89	2.37	0.40	-1.00	0.00	0.00	-10.78	787.60	
512.00	416964.40	13.10	1.10	2.10	27.58	-8.15	1.65	0.00	0.00	0.96	2.29	0.30	-1.00	0.00	0.00	-10.86	94.00	
513.00	417057.00	16.46	2.70	2.10	52.39	-5.78	-0.86	0.00	0.00	1.29	3.80	1.90	-1.00	0.00	0.00	-10.20	186.60	
514.00	418270.40	17.23	5.10	2.10	68.72	-7.62	0.01	0.00	0.00	3.85	4.14	2.60	-1.00	0.00	0.00	-3.58	990.40	
515.00	418517.70	17.84	2.90	2.10	63.43	-6.06	-2.02	0.00	0.00	2.42	4.07	2.10	-1.00	0.00	0.00	-5.89	1237.70	
516.00	419164.10	16.47	2.50	2.10	53.19	-7.27	0.21	0.00	0.00	2.27	3.95	2.00	-1.00	0.00	0.00	-5.81	604.10	
517.00	419174.00	13.82	12.40	2.10	128.92	-7.72	1.43	255.00	0.00	12.07	3.40	1.50	-1.00	0.00	0.00	-0.92	127.60	
518.00	420441.50	15.79	1.50	2.10	38.16	-6.63	1.73	0.00	0.00	1.27	2.94	1.00	-1.00	0.00	0.00	-9.92	115.10	
519.00	420498.10	13.93	2.80	2.10	43.63	-6.19	1.17	0.00	0.00	2.60	3.23	1.60	-1.00	0.00	0.00	-4.29	658.10	
520.00	420959.10	10.97	1.60	2.10	25.52	-8.07	1.64	0.00	0.00	0.93	2.66	0.70	-1.00	0.00	0.00	-9.44	1119.10	
521.00	421198.20	13.01	0.60	2.10	24.53	-7.66	-0.20	0.00	0.00	0.40	2.26	0.30	-1.00	0.00	0.00	-25.99	78.20	
522.00	421535.70	18.16	2.50	2.10	57.81	-7.96	-0.31	0.00	0.00	2.21	3.75	1.90	-1.00	0.00	0.00	-6.56	415.70	
523.00	421566.50	12.27	2.20	2.10	31.91	-7.03	1.43	0.00	0.00	1.98	2.98	2.00	-1.00	0.00	0.00	-4.97	446.50	
524.00	421614.60	10.34	3.00	2.10	27.61	-6.85	-2.85	0.00	0.00	2.87	2.02	0.70	-1.00	0.00	0.00	-2.89	494.60	
525.00	421822.50	12.03	2.20	2.10	30.60	-6.46	0.44	0.00	0.00	1.62	3.35	1.40	-1.00	0.00	0.00	-5.95	702.50	
526.00	422019.70	16.43	1.20	2.10	37.74	-6.94	-1.29	0.00	0.00	1.01	2.68	0.70	-1.00	0.00	0.00	-13.00	899.70	
527.00	422319.70	13.13	2.00	2.10	35.98	-6.38	1.38	0.00	0.00	1.75	3.30	1.40	-1.00	0.00	0.00	-6.01	1199.70	
528.00	423037.10	15.51	2.90	2.10	50.00	-6.17	0.39	0.00	0.00	2.54	3.77	2.40	-1.00	0.00	0.00	-4.89	637.10	
529.00	424345.90	14.30	3.30	2.10	54.17	-7.05	-0.09	0.00	0.00	2.54	4.18	2.20	-1.00	0.00	0.00	-4.50	665.90	
530.00	424719.50	11.95	2.90	2.10	43.81	-6.42	-0.27	0.00	0.00	2.68	3.50	2.40	-1.00	0.00	0.00	-3.57	1039.50	
531.00	426511.80	20.00	4.80	2.10	58.42	-5.14	0.32	0.00	0.00	1.58	3.23	1.30	-1.00	0.00	0.00	-10.11	271.80	
532.00	426849.40	14.67	1.90	2.10	36.71	-6.79	0.93	0.00	0.00	1.64	2.81	1.30	-1.00	0.00	0.00	-7.14	609.40	
533.00	427040.60	12.52	2.00	2.10	31.65	-7.57	-1.68	0.00	0.00	1.64	2.58	1.30	-1.00	0.00	0.00	-6.11	800.60	
534.00	427856.40	11.77	2.10	2.10	35.06	-5.55	1.53	0.00	0.00	1.72	3.29	1.30	-1.00	0.00	0.00	-5.48	106.00	
535.00	427939.80	10.02	1.60	2.10	26.70	-5.05	0.52	0.00	0.00	1.43	3.08	1.10	-1.00	0.00	0.00	-5.63	189.40	
